study name,sub-group,timepoint,Data format,OR,Lower Limit  ,Upper Limit  ,"Event 
delirium group",Delirium group total (N),"Event 
no-delirium group",Non-delirium group total (N),"95% confidence 
interval",Log OR,SE,"Delirium 
mean","Delirium
(SD)","Delirium 
Sample size","No-delirium 
mean","No-delirium
(SD)","No-delirium 
Sample size",Effect direction,"Independent 
group t-value","Independent 
group p-value",difference in means,Lower limit,upper limit,Tail,Hedges's g,Std Err,Variance
Vida 2006,Functional change (IADL  dementia),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.667,,,,2,-7.49E-02,0.173852265,3.02E-02
Vida 2006,Functional change (IADL no dementia),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.419,,,,2,-0.152959263,0.188887483,3.57E-02
Vida 2006,Functional change (IADL dementia),18 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.716,,,,2,-6.34E-02,0.173834812,3.02E-02
Vida 2006,Functional change (IADL no dementia),18 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.649,,,,2,-8.61E-02,0.188720782,3.56E-02
Vida 2006,Functional change (IADL  dementia),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.881,,,,2,-2.61E-02,0.173798467,3.02E-02
Vida 2006,Functional change (IADL no dementia),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.069,,,,2,-0.346013161,0.189888724,3.61E-02
Bulic 2020,PTSD ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,30.3572,32.0901,27,13.4859,19.2605,33,Negative,,,,,,,-0.645116758,0.2628126,0.069070463
Bulic 2020,PTSD ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,21.7144,21.9152,27,18.5795,23.1126,38,Negative,,,,,,,-0.13689628,0.248981174,6.20E-02
Chan 2017,Anxiety,1 month,"Independent groups (means, SD's)",,,,,,,,,,,4,2.23,17,5,5.18,82,Negative,,,,,,,0.205885811,0.26483191,7.01E-02
Chan 2017,Anxiety,12 month,"Independent groups (means, SD's)",,,,,,,,,,,6,3.7,11,6,4.26,74,Negative,,,,,,,0,0.320216061,0.102538325
Chan 2017,Anxiety ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,5.5,6.48,16,4,5.18,73,Negative,,,,,,,-0.274036361,0.274424229,7.53E-02
Chan 2017,Depression ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,5,2.97,17,6,4.26,82,Negative,,,,,,,-0.243470432,0.264992901,7.02E-02
Chan 2017,Depression ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,5,2.23,11,6,3.7,74,Negative,,,,,,,-0.278725472,0.320928829,0.102995313
Chan 2017,Depression ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,4,4.814814815,16,5,5.18,73,Positive,,,,,,,0.193665676,0.274039195,7.51E-02
Janssen 2021,Depression ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,25.4873,10.9018,12,25.5085,9.7158,179,Negative,,,,,,,-2.16E-03,0.297009584,8.82E-02
Janssen 2021,Depression ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,23.0442,10.0588,9,22.9305,8.5893,194,Negative,,,,,,,-0.01309153,0.339704371,0.11539906
Kat 2008,Depression ,30 month,"Independent groups (means, SD's)",,,,,,,,,,,2.2,2.7,20,1.2,1.6,21,Negative,,,,,,,-0.444630327,0.310302664,9.63E-02
Kat 2008,Neuropsychiatric symptoms,30 month,"Independent groups (means, SD's)",,,,,,,,,,,5.9,7.3,26,4.6,6.5,20,Negative,,,,,,,-0.183426107,0.292950979,8.58E-02
Miyamoto 2021,Anxiety ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,6.905,4.1528,13,4.7115,3.0957,34,Negative,,,,,,,-0.632513422,0.327194914,0.107056512
Miyamoto 2021,Anxiety,3 month,"Independent groups (means, SD's)",,,,,,,,,,,7.6411,2.3775,22,5.3533,5.3193,59,Negative,,,,,,,-0.480112227,0.250287043,6.26E-02
Miyamoto 2021,Depression ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,8,6.6444,13,5.3557,3.8697,34,Negative,,,,,,,-0.545054404,0.325516336,0.105960885
Miyamoto 2021,Depression ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,8,4.7549,22,6,4.5594,59,Negative,,,,,,,-0.429504843,0.249718736,6.24E-02
Miyamoto 2021,PTSD,3 month,"Independent groups (means, SD's)",,,,,,,,,,,13.8709,19.0197,22,10.4132,12.1584,59,Negative,,,,,,,-0.239376106,0.248141947,6.16E-02
Nerdal 2022,Anxiety ,18 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,7,,,93,Negative,,,-2.6,-5,-0.1,,-0.819060002,0.393212393,0.154615986
Nerdal 2022,Anxiety ,3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,8,,,100,Negative,,,-0.9,-3.4,1.4,,-0.271232406,0.365284115,0.133432485
Nerdal 2022,Anxiety ,36 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,5,,,75,Negative,,,-2.8,-5.5,-0.3,,-0.980713764,0.463949001,0.215248675
Nerdal 2022,Depression ,18 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,7,,,93,Negative,,,-2.44,-5.2,0.3,,-0.684802894,0.391926606,0.153606465
Nerdal 2022,Depression ,3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,8,,,100,Positive,,,0.04,-2.6,2.7,,1.09E-02,0.364818378,0.133092449
Nerdal 2022,Depression ,36 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,5,,,75,Negative,,,-2.3,-5.1,0.64,,-0.729799441,0.461049047,0.212566224
Nerdal 2022,Neuropsychiatry symptoms ,18 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,9,,,100,Positive,,,0.44,-0.8,1.7,,0.241135019,0.345950891,0.119682019
Nerdal 2022,Neuropsychiatry symptoms ,3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,10,,,117,Negative,,,-1.6,-2.7,-0.47,,-0.930054086,0.332642859,0.110651272
Nerdal 2022,Neuropsychiatry symptoms ,36 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,5,,,84,Negative,,,-1,-2.5,0.5,,-0.604698463,0.458596568,0.210310812
Olofsson 2018,Depression ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,5.4,3.7,62,3.6,2.5,50,Negative,,,,,,,-0.554987623,0.192384976,3.70E-02
Olofsson 2018,Depression ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,4.1,2.9,39,3.2,2.3,36,Negative,,,,,,,-0.338745768,0.230408449,5.31E-02
Olofsson 2018,Depression,4 month,"Independent groups (means, SD's)",,,,,,,,,,,5.1,3.3,67,2.9,2.2,55,Negative,,,,,,,-0.764979062,0.187328903,0.035092118
Slor 2013,Anxiety,3 month,"Independent groups (means, SD's)",,,,,,,,,,,11.7,3.9,23,10.5,3,30,Negative,,,,,,,-0.345951849,0.275112992,7.57E-02
Slor 2013,Depression ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,4.9,3.4,23,3,2.7,30,Negative,,,,,,,-0.619448977,0.279603377,7.82E-02
Slor 2013,PTSD,3 month,"Independent groups (means, SD's)",,,,,,,,,,,19,5.3,23,17.8,5.3,30,Negative,,,,,,,-0.223069058,0.273911498,7.50E-02
Svenningsen 2015,Anxiety ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,14.1074,7.4814,157,13.4057,5.9935,138,Negative,,,,,,,-0.102532035,0.116464356,1.36E-02
Svenningsen 2015,Anxiety ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,12.7575,5.2477,130,12.7583,5.2537,118,Negative,,,,,,,-1.52E-04,0.126761018,0.016068356
Svenningsen 2015,Depression ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,9.8098,14.9627,158,9.1627,14.2345,138,Negative,,,,,,,-4.41E-02,0.116230574,1.35E-02
Svenningsen 2015,Depression,6 month,"Independent groups (means, SD's)",,,,,,,,,,,7.515,13.4941,130,8.2198,15.0106,118,Positive,,,,,,,0.049358851,0.126780391,1.61E-02
Svenningsen 2015,PTSD,2 month,"Independent groups (means, SD's)",,,,,,,,,,,1.3542,0.6658,158,1.3657,0.6593,138,Positive,,,,,,,1.73E-02,0.116218602,1.35E-02
Svenningsen 2015,PTSD,6 month,"Independent groups (means, SD's)",,,,,,,,,,,1.3025,0.6072,128,1.2393,0.4728,118,Negative,,,,,,,-0.11520666,0.127334124,1.62E-02
Whittamore 2014,Behavioural and psychological symptoms,6 month,"Independent groups (means, SD's)",,,,,,,,,,,16.5182,16.5327,107,11.9598,13.4833,140,Negative,,,,,,,-0.305414958,0.128750048,1.66E-02
Witlox 2013,Depression,3 month,"Independent groups (means, SD's)",,,,,,,,,,,5.1,3.5,22,2.5,2.1,26,Negative,,,,,,,-0.904784199,0.299524174,8.97E-02
Bagienski 2017,Quality of life,12 month,"Independent groups (means, SD's)",,,,,,,,,,,63.2164,11.6961,29,71.7587,11.2654,112,Negative,,,,,,,-0.748328261,0.211964821,4.49E-02
Duppils 2004,Quality of life: Physical functioning,6 month,"Independent groups (means, p)",,,,,,,,,,,21,,15,,34,56,Negative,,0.05,,,,,-0.573662893,0.291560014,8.50E-02
Duppils 2004,Quality of life: Vitality,6 month,"Independent groups (means, p)",,,,,,,,,,,39,,15,,54,56,Negative,,0.03,,,,,-0.637198157,0.292487639,8.55E-02
Eide 2016,Quality of life: Mental SAVR ,1 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Negative,,0.06,-6.3,,,2,-0.466419277,0.247063685,0.061040464
Eide 2016,Quality of life: Mental SAVR ,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Positive,,0.2,4.3,,,2,0.315673995,0.245424024,6.02E-02
Eide 2016,Quality of life: Mental TAVI ,1 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Negative,,0.2,-3.6,,,2,-0.324435204,0.252078546,6.35E-02
Eide 2016,Quality of life: Mental TAVI ,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Positive,,0.3,3,,,2,0.26176482,0.251499556,6.33E-02
Eide 2016,Quality of life: Physical SAVR,1 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Negative,,0.1,-4,,,2,-0.406699549,0.246339856,6.07E-02
Eide 2016,Quality of life: Physical SAVR ,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Negative,,0.05,-4.9,,,2,-0.486581085,0.247329878,6.12E-02
Eide 2016,Quality of life: Physical TAVI ,1 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Negative,,0.8,-0.6,,,2,-6.37E-02,0.250480408,6.27E-02
Eide 2016,Quality of life: Physical TAVI,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Positive,,0.7,1.1,,,2,0.096946074,0.250564967,6.28E-02
Hofhuis 2022,Quality of life: Health related (mental),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,182,,,300,Negative,,0.029,,,,2,-0.205449307,9.40E-02,8.84E-03
Hofhuis 2022,Quality of life: Health related (physical),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,182,,,300,Negative,,0.035,,,,2,-0.198346932,0.094026963,8.84E-03
Hoogma 2023,Quality of life,6 month,"Independent groups (means, SD's)",,,,,,,,,,,69,18,93,72,15,157,Negative,,,,,,,-0.184876313,0.130717117,1.71E-02
Jackson 2014,Quality of life: Mental ,12 month,"Independent groups (difference, p)",,,,,,,,,,,,,352,,,115,Negative,,0.18,-5.79,,,2,-0.143992522,0.107338509,1.15E-02
Jackson 2014,Quality of life: Mental ,3 month,"Independent groups (difference, p)",,,,,,,,,,,,,352,,,115,Negative,,0.1,-4.53,,,2,-0.176738072,0.107390876,1.15E-02
Jackson 2014,Quality of life: Physical ,12 month,"Independent groups (difference, p)",,,,,,,,,,,,,352,,,115,Negative,,0.09,-3.72,,,2,-0.182185557,0.107400622,1.15E-02
Jackson 2014,Quality of life: Physical ,3 month,"Independent groups (difference, p)",,,,,,,,,,,,,352,,,115,Positive,,0.77,0.79,,,2,3.14E-02,0.107239966,1.15E-02
Janssen 2021,Quality of life: Environment ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,14,1.8,10,16.3,2.2,130,Negative,,,,,,,-1.051155331,0.332368736,0.110468977
Janssen 2021,Quality of life: Environment ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,16.3,2.8,9,16.2,2.3,147,Positive,,,,,,,4.27E-02,0.341719347,0.116772112
Janssen 2021,Quality of life: Physical health ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,13.9,2.5,10,15.4,2.8,130,Negative,,,,,,,-0.536356373,0.327948516,0.107550229
Janssen 2021,Quality of life: Physical health ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,14.9,3,9,15.2,2.7,146,Negative,,,,,,,-0.109893689,0.341824311,0.116843859
Janssen 2021,Quality of life: Psychological health ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,12.7,2,10,15.3,2.3,129,Negative,,,,,,,-1.133349602,0.333457183,0.111193693
Janssen 2021,Quality of life: Psychological health ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,14.2,2.7,9,15.1,2.4,147,Negative,,,,,,,-0.370622438,0.342354376,0.117206519
Janssen 2021,Quality of life: Social relationships ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,12.7,3.6,10,15.5,2.9,130,Negative,,,,,,,-0.943754911,0.331215615,0.109703783
Janssen 2021,Quality of life: Social relationships ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,14.8,3.7,9,15.5,2.7,146,Negative,,,,,,,-0.252261354,0.342067507,0.117010179
Kainz 2022,Quality of life: Bodily pain,3 month,"Independent groups (means, SD's)",,,,,,,,,,,90.8296,19.6689,72,90.8662,19.4623,150,Negative,,,,,,,-1.87E-03,0.142882791,2.04E-02
Kainz 2022,Quality of life: Change in health state,3 month,"Independent groups (means, SD's)",,,,,,,,,,,2.6473,0.7565,72,3.3513,0.7485,150,Negative,,,,,,,-0.934104054,0.149601763,2.24E-02
Kainz 2022,Quality of life: General health,3 month,"Independent groups (means, SD's)",,,,,,,,,,,68.7635,18.9124,72,72,14.971,150,Negative,,,,,,,-0.197309449,0.143189268,0.020503167
Kainz 2022,Quality of life: Mental health,3 month,"Independent groups (means, SD's)",,,,,,,,,,,80,12.104,72,82.5948,14.971,150,Negative,,,,,,,-0.183276129,0.143147258,2.05E-02
Kainz 2022,Quality of life: Physical functioning,3 month,"Independent groups (means, SD's)",,,,,,,,,,,82.9458,22.6949,72,90,7.4855,150,Negative,,,,,,,-0.491998759,0.144778004,2.10E-02
Kainz 2022,Quality of life: Role emotional,3 month,"Independent groups (means, SD's)",,,,,,,,,,,100,0.0000001,72,100,0.0000001,150,Auto,,,,,,,0,0.142882763,2.04E-02
Kainz 2022,Quality of life: Role physical,3 month,"Independent groups (means, SD's)",,,,,,,,,,,66.1823,56.7373,72,82.435,37.4274,150,Negative,,,,,,,-0.363306451,0.143919291,2.07E-02
Kainz 2022,Quality of life: Social functioning,3 month,"Independent groups (means, SD's)",,,,,,,,,,,87.6473,18.9124,72,91.2175,18.7137,150,Negative,,,,,,,-0.189477285,0.143165441,2.05E-02
Kainz 2022,Quality of life: Vitality,3 month,"Independent groups (means, SD's)",,,,,,,,,,,65,15.13,72,70,14.971,150,Negative,,,,,,,-0.331698184,0.143747296,2.07E-02
Koster 2012,Quality of life: Bodily pain,6 month,"Independent groups (means, SD's)",,,,,,,,,,,78.355,33.0952,39,85.4387,24.6221,225,Negative,,,,,,,-0.27143296,0.173357564,3.01E-02
Koster 2012,Quality of life: General health perceptions,6 month,"Independent groups (means, SD's)",,,,,,,,,,,56,21,39,66,21,225,Negative,,,,,,,-0.474826034,0.174184714,0.030340315
Koster 2012,Quality of life: Mental health,6 month,"Independent groups (means, SD's)",,,,,,,,,,,74.32,18.4717,39,82.5965,14.9225,225,Negative,,,,,,,-0.532857856,0.174502344,3.05E-02
Koster 2012,Quality of life: Physical functioning,6 month,"Independent groups (means, SD's)",,,,,,,,,,,59.675,34.36345,39,83.2457,26.1143,225,Negative,,,,,,,-0.855756082,0.176918835,3.13E-02
Koster 2012,Quality of life: Role limitations (Emotional problems),6 month,"Independent groups (means, SD's)",,,,,,,,,,,76.215,51.5669,39,88.4214,24.6221,225,Negative,,,,,,,-0.404816394,0.173849588,3.02E-02
Koster 2012,Quality of life: Role limitations (Physical health),6 month,"Independent groups (means, SD's)",,,,,,,,,,,50,76.9655,39,66.2283,55.9593,225,Negative,,,,,,,-0.272110059,0.173359575,3.01E-02
Koster 2012,Quality of life: Social functioning,6 month,"Independent groups (means, SD's)",,,,,,,,,,,70.74,29.2469,39,87.6491,18.6531,225,Negative,,,,,,,-0.821214465,0.176608514,3.12E-02
Koster 2012,Quality of life: Vitality,6 month,"Independent groups (means, SD's)",,,,,,,,,,,58,23,39,67,19,225,Negative,,,,,,,-0.457150708,0.174095134,3.03E-02
Labaste 2020,Quality of life,36 month,"Independent groups (means, SD's)",,,,,,,,,,,60,18.6,61,75,22.23,112,Negative,,,,,,,-0.710208114,0.162965779,2.66E-02
Luz 2020,Quality of life: Environment,1 month,"Independent groups (means, SD's)",,,,,,,,,,,56.4,13.5,74,62.1,16.2,31,Negative,,,,,,,-0.39461626,0.214119947,4.58E-02
Luz 2020,Quality of life: Physical,1 month,"Independent groups (means, SD's)",,,,,,,,,,,46.8,23.6,74,50.8,23.7,31,Negative,,,,,,,-0.168046653,0.212697657,4.52E-02
Luz 2020,Quality of life: Psychological,1 month,"Independent groups (means, SD's)",,,,,,,,,,,53.4,24.1,74,62.7,20,31,Negative,,,,,,,-0.401720436,0.214182846,4.59E-02
Luz 2020,Quality of life: Social relationships,1 month,"Independent groups (means, SD's)",,,,,,,,,,,48.9,15.8,74,56.4,18.8,31,Negative,,,,,,,-0.44504005,0.214590224,4.60E-02
Minden 2005,Quality of life: Energy,6 month,"Independent groups (means, SD's)",,,,,,,,,,,34.2,7.1,8,52.3,2.6,27,Negative,,,,,,,-4.418738652,0.658507885,0.433632634
Minden 2005,Quality of life: Health perception,6 month,"Independent groups (means, SD's)",,,,,,,,,,,57.7,8,8,70.8,2.7,27,Negative,,,,,,,-2.91214651,0.525216015,0.275851863
Minden 2005,Quality of life: Mental health,6 month,"Independent groups (means, SD's)",,,,,,,,,,,81.6,8.5,8,78.7,3.1,27,Positive,,,,,,,0.592167807,0.399637261,0.15970994
Minden 2005,Quality of life: Pain,6 month,"Independent groups (means, SD's)",,,,,,,,,,,73.6,13.2,8,71,4.6,27,Positive,,,,,,,0.346898154,0.395499168,0.156419592
Minden 2005,Quality of life: Physical function,6 month,"Independent groups (means, SD's)",,,,,,,,,,,50.9,7.4,8,70,2.9,27,Negative,,,,,,,-4.369562744,0.653803287,0.427458738
Minden 2005,"Quality of life: Role, emotional",6 month,"Independent groups (means, SD's)",,,,,,,,,,,80.7,24.6,8,74.4,7.3,27,Positive,,,,,,,0.471632697,0.397338835,0.15787815
Minden 2005,"Quality of life: Role, physical",6 month,"Independent groups (means, SD's)",,,,,,,,,,,22.8,17.7,8,42.9,6.8,27,Negative,,,,,,,-1.936219293,0.456351654,0.208256832
Minden 2005,Quality of life: Social function,6 month,"Independent groups (means, SD's)",,,,,,,,,,,39.7,10.2,8,70,3.7,27,Negative,,,,,,,-5.165109885,0.731997202,0.535819903
Naidech 2013,Quality of life: Applied cognition executive function,12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,29,,,56,Negative,,0.045,,,,2,-0.461439229,0.229451407,0.052647948
Naidech 2013,Quality of life: Fatigue,12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,29,,,56,Negative,,0.01,,,,2,-0.597679633,0.231293625,5.35E-02
Naidech 2013,Quality of life: Fine motor,12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,29,,,56,Negative,,0.7,,,,2,-8.77E-02,0.226805291,5.14E-02
Naidech 2013,Quality of life: Mobility,12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,29,,,56,Negative,,0.7,,,,2,-8.77E-02,0.226805291,5.14E-02
Rosenthal 2017,Quality of life: Health related (delirium with agitation vs without delirium with agitation) ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,20.9,7.3,11,36.6,17.5,5,Negative,,,,,,,-1.324668598,0.561137157,0.314874909
Rosenthal 2017,Quality of life: Health related (delirium with agitation vs without delirium with agitation) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,20.5,11.1,11,44,12.2,5,Negative,,,,,,,-1.944682,0.614995891,0.378219946
Rosenthal 2017,Quality of life: Health related (delirium with agitation vs without delirium with agitation) ,3 month,"Independent groups (difference, p)",,,,,,,,,,,,,11,,,5,Negative,,0.3,-24.4,,,2,-0.548838627,0.519087963,0.269452313
Rosenthal 2017,Quality of life: Health related (delirium without agitation vs neither delirious nor agitated) ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,30.4,16.5,18,40.4,15.9,47,Negative,,,,,,,-0.61506529,0.279135349,7.79E-02
Rosenthal 2017,Quality of life: Health related (delirium without agitation vs neither delirious nor agitated),12 month,"Independent groups (means, SD's)",,,,,,,,,,,34.2,12.9,18,36.7,14.6,47,Negative,,,,,,,-0.174426367,0.274300086,7.52E-02
Rosenthal 2017,Quality of life: Health related (delirium without agitation vs neither delirious nor agitated) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,40.4,19,18,37.9,14,47,Positive,,,,,,,0.159271816,0.274229168,7.52E-02
Svenningsen 2014,Quality of life: Bodily pain ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,73.82,30.41,148,71.62,31.74,131,Positive,,,,,,,7.07E-02,0.119672081,1.43E-02
Svenningsen 2014,Quality of life: Bodily pain ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,71.73,31.78,126,68.77,32.44,114,Positive,,,,,,,0.091935116,0.128921668,0.016620796
Svenningsen 2014,Quality of life: General health perceptions ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,59.85,22.98,148,59.3,26.08,131,Positive,,,,,,,2.24E-02,0.119638427,0.014313353
Svenningsen 2014,Quality of life: General health perceptions ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,63.94,24.36,126,60.91,27.42,114,Positive,,,,,,,0.11680858,0.128963613,1.66E-02
Svenningsen 2014,Quality of life: Mental health ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,82.51,18.71,148,82.66,16.99,131,Negative,,,,,,,-8.35E-03,0.11963519,1.43E-02
Svenningsen 2014,Quality of life: Mental health ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,85.14,15.3,126,82.09,19.59,114,Positive,,,,,,,0.174047164,0.129098014,1.67E-02
Svenningsen 2014,Quality of life: Physical function ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,58.07,30.9,148,62.48,31.14,131,Negative,,,,,,,-0.141813681,0.119785204,1.43E-02
Svenningsen 2014,Quality of life: Physical function ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,64.6,30.44,126,69.25,30.88,114,Negative,,,,,,,-0.151235802,0.129038128,1.67E-02
Svenningsen 2014,Quality of life: Role emotional ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,84.01,31.22,148,88.8,27.31,131,Negative,,,,,,,-0.162209431,0.119831581,1.44E-02
Svenningsen 2014,Quality of life: Role emotional ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,89.15,27.27,126,89.77,28.09,114,Negative,,,,,,,-0.022342425,0.128857394,1.66E-02
Svenningsen 2014,Quality of life: Role physical ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,35.81,37.25,148,37.02,37.39,131,Negative,,,,,,,-3.23E-02,0.1196425,1.43E-02
Svenningsen 2014,Quality of life: Role physical ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,53.18,39.24,126,55.04,39.1,114,Negative,,,,,,,-4.73E-02,0.128871468,1.66E-02
Svenningsen 2014,Quality of life: Social function ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,76.41,27.72,148,79.96,27.02,131,Negative,,,,,,,-0.129240607,0.119759708,1.43E-02
Svenningsen 2014,Quality of life: Social function ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,83.93,26.26,126,85.09,23.22,114,Negative,,,,,,,-4.65E-02,0.128870844,1.66E-02
Svenningsen 2014,Quality of life: Vitality ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,60.41,22.47,148,58.78,25.01,131,Positive,,,,,,,6.86E-02,0.119669912,1.43E-02
Svenningsen 2014,Quality of life: Vitality ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,64.68,22.71,126,62.65,26.33,114,Positive,,,,,,,8.26E-02,0.128908517,1.66E-02
VandenBoogaard 2012,Quality of life :Role-emotional,18 month,"Independent groups (means, SD's)",,,,,,,,,,,72.6111,58.317,171,76.5324,49.7646,744,Negative,,,,,,,-7.61E-02,8.48E-02,7.18E-03
VandenBoogaard 2012,quality of life :Social functioning,18 month,"Independent groups (means, SD's)",,,,,,,,,,,70.7863,28.4109,171,83.446,27.482,744,Negative,,,,,,,-0.457357966,8.54E-02,7.29E-03
VandenBoogaard 2012,Quality of life: Bodily pain,18 month,"Independent groups (means, SD's)",,,,,,,,,,,77.6489,33.6489,171,78.3503,31.9385,744,Negative,,,,,,,-2.17E-02,8.47E-02,7.18E-03
VandenBoogaard 2012,Quality of life: General health,18 month,"Independent groups (means, SD's)",,,,,,,,,,,53.2443,26.1679,171,58.2487,25.9964,744,Negative,,,,,,,-0.192108785,8.49E-02,7.20E-03
VandenBoogaard 2012,Quality of life: Mental,18 month,"Independent groups (means, SD's)",,,,,,,,,,,50,14.08,171,53,11.12,744,Negative,,,,,,,-0.255590321,8.49E-02,7.22E-03
VandenBoogaard 2012,Quality of life: Physical functioning,18 month,"Independent groups (means, SD's)",,,,,,,,,,,53.2443,41.121,171,71.4974,29.7102,744,Negative,,,,,,,-0.567400301,8.58E-02,7.36E-03
VandenBoogaard 2012,Quality of life: Role-physical,18 month,"Independent groups (means, SD's)",,,,,,,,,,,33.7785,56.0741,171,50,74.2756,744,Negative,,,,,,,-0.227515973,8.49E-02,7.21E-03
VandenBoogaard 2012,Quality of life: Vitality,18 month,"Independent groups (means, SD's)",,,,,,,,,,,56.7557,26.1679,171,60,22.2827,744,Negative,,,,,,,-0.14059964,8.48E-02,7.19E-03
VanderHeijden 2023,Quality of life: Non-Persistent delirium)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.776,0.1784,529,0.864,0.1929,1871,Negative,,,,,,,-0.463494902,4.97E-02,2.47E-03
VanderHeijden 2023,Quality of life: Persistent delirium)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.72,0.1933,529,0.864,0.1929,1871,Negative,,,,,,,-0.74592643,5.04E-02,2.54E-03
VanRompaey 2009,Quality of life Health perception,3 month,"Independent groups (means, p)",,,,,,,,,,,47.5,,20,55.7,,85,Negative,,0.4,,,,2,-0.208501613,0.247130201,0.061073336
VanRompaey 2009,Quality of life: Heath perception  ,6 month,"Independent groups (means, p)",,,,,,,,,,,57.5,,20,68.9,,85,Negative,,0.42,,,,2,-0.199752964,0.247095787,6.11E-02
VanRompaey 2009,Quality of life: Mental health ,6 month,"Independent groups (means, p)",,,,,,,,,,,68,,20,74.9,,85,Negative,,0.21,,,,2,-0.311210987,0.247643945,6.13E-02
VanRompaey 2009,Quality of life: Pain ,3 month,"Independent groups (means, p)",,,,,,,,,,,17.5,,20,36.4,,85,Negative,,0.14,,,,2,-0.366924464,0.248006924,6.15E-02
